10-03-2025,20,Ongole - I,18,2230.3,280,,,,,,
10-03-2025,22,Podili - I,27,3583.2,280,,,,,,
10-03-2025,25,Kondepi,18,2429.6,279.86,,,,,,
10-03-2025,26,Kandukur - I,18,2332.2,280,,,,,,
11-03-2025,20,Ongole - I,33,4181.2,277.81,,,,,,
11-03-2025,22,Podili - I,40,5285.6,279.73,,,,,,
11-03-2025,25,Kondepi,25,3250.8,279.05,,,,,,
11-03-2025,26,Kandukur - I,26,3279.1,279.43,,,,,,
12-03-2025,20,Ongole - I,78,9965.7,276.6,,,,,,
12-03-2025,22,Podili - I,69,8904.3,276.2,,,,,,
12-03-2025,25,Kondepi,74,9566.2,276.5,,,,,,
12-03-2025,26,Kandukur - I,67,8834.9,277.05,,,,,,
13-03-2025,20,Ongole - I,85,11134,277.91,,,,,,
13-03-2025,22,Podili - I,128,16033.5,274.16,,,,,,
13-03-2025,25,Kondepi,160,20693.5,277.37,,,,,,
13-03-2025,26,Kandukur - I,120,15334.4,276.72,,,,,,
14-03-2025,20,Ongole - I,100,12195.6,276.92,,,,,,
14-03-2025,22,Podili - I,100,13102.4,275.44,,,,,,
14-03-2025,25,Kondepi,160,21026.9,277.25,,,,,,
14-03-2025,26,Kandukur - I,90,11714.7,278.62,,,,,,
15-03-2025,20,Ongole - I,84,10606.3,276.13,,,,,,
15-03-2025,22,Podili - I,35,4399.8,277.02,,,,,,
15-03-2025,25,Kondepi,133,17141.1,278.77,,,,,,
15-03-2025,26,Kandukur - I,48,5973.1,277.94,,,,,,
17-03-2025,20,Ongole - I,134,17708.4,274.95,,,,,,
17-03-2025,22,Podili - I,201,26301.5,276.92,,,,,,
17-03-2025,25,Kondepi,260,32972.6,277.31,,,,,,
17-03-2025,26,Kandukur - I,142,17412.8,277.99,,,,,,
18-03-2025,20,Ongole - I,170,21892.9,271.93,,,,,,
18-03-2025,22,Podili - I,293,36618,275.1,,,,,,
18-03-2025,25,Kondepi,227,29953.6,273.94,,,,,,
18-03-2025,26,Kandukur - I,248,32094.4,276.6,,,,,,
19-03-2025,20,Ongole - I,252,33531.5,273.35,,,,,,
19-03-2025,22,Podili - I,420,55044.1,275.08,,,,,,
19-03-2025,23,Ongole - II,18,2486,280,,,,,,
19-03-2025,24,Tangutur - I,18,2441.6,280,,,,,,
19-03-2025,25,Kondepi,245,31592.1,274.45,,,,,,
19-03-2025,26,Kandukur - I,262,34491.5,274,,,,,,
19-03-2025,27,Kandukur - II,18,2366.2,280,,,,,,
19-03-2025,28,Kaligiri,36,4624.2,280,,,,,,
19-03-2025,29,D.C. Palli,18,2439.8,280,,,,,,
19-03-2025,31,Vellampally-II,18,2551.5,280,,,,,,
19-03-2025,35,Kanigiri,18,2412.1,280,,,,,,
20-03-2025,20,Ongole - I,284,37441.4,272.21,,,,,,
20-03-2025,22,Podili - I,325,42301.3,275.94,,,,,,
20-03-2025,23,Ongole - II,27,3585.6,279.55,,,,,,
20-03-2025,24,Tangutur - I,27,3837.3,280,,,,,,
20-03-2025,25,Kondepi,302,39305.2,275.96,,,,,,
20-03-2025,26,Kandukur - I,268,35058.8,275.06,,,,,,
20-03-2025,27,Kandukur - II,23,2988.8,276.12,,,,,,
20-03-2025,28,Kaligiri,42,5578,279.83,,,,,,
20-03-2025,29,D.C. Palli,244,32360.8,277.18,,,,,,
20-03-2025,31,Vellampally-II,27,3700.6,278.33,,,,,,
20-03-2025,35,Kanigiri,48,6525.8,278.48,,,,,,
21-03-2025,20,Ongole - I,221,28150.5,273.08,,,,,,
21-03-2025,22,Podili - I,239,31907.3,277.58,,,,,,
21-03-2025,23,Ongole - II,160,20604.4,272.93,,,,,,
21-03-2025,24,Tangutur - I,222,30983.7,273.12,,,,,,
21-03-2025,25,Kondepi,313,40708.3,275.03,,,,,,
21-03-2025,26,Kandukur - I,267,34913.4,275.55,,,,,,
21-03-2025,27,Kandukur - II,108,14095.6,273.03,,,,,,
21-03-2025,28,Kaligiri,297,38979.8,277.92,,,,,,
21-03-2025,29,D.C. Palli,298,38865.1,278.39,,,,,,
21-03-2025,31,Vellampally-II,127,17361.1,277.51,,,,,,
21-03-2025,35,Kanigiri,66,8912.4,279.17,,,,,,
22-03-2025,20,Ongole - I,269,35045.1,271.31,,,,,,
22-03-2025,22,Podili - I,278,36376.9,274.76,,,,,,
22-03-2025,23,Ongole - II,94,12457.4,271.62,,,,,,
22-03-2025,24,Tangutur - I,108,13932.7,274.04,,,,,,
22-03-2025,25,Kondepi,321,42621.2,271.11,,,,,,
22-03-2025,26,Kandukur - I,241,30807.1,276.8,,,,,,
22-03-2025,27,Kandukur - II,181,24084.4,278.02,,,,,,
22-03-2025,28,Kaligiri,395,51287.5,277.92,,,,,,
22-03-2025,29,D.C. Palli,328,42996.5,278.22,,,,,,
22-03-2025,31,Vellampally-II,62,8308,273.19,,,,,,
22-03-2025,35,Kanigiri,74,10006.5,278.48,,,,,,
24-03-2025,17,Devarapalli,27,3738.6,286.55,,,,,,
24-03-2025,18,J.R. Gudem - I,27,3830.2,290,,,,,,
24-03-2025,20,Ongole - I,678,90174.6,271.12,,,,,,
24-03-2025,22,Podili - I,285,37897.4,273.39,,,,,,
24-03-2025,23,Ongole - II,137,18093.9,271.56,,,,,,
24-03-2025,24,Tangutur - I,237,31647.5,275.59,,,,,,
24-03-2025,25,Kondepi,379,49889.1,271.56,,,,,,
24-03-2025,26,Kandukur - I,304,39094.6,274.78,,,,,,
24-03-2025,27,Kandukur - II,226,30317,272.4,,,,,,
24-03-2025,28,Kaligiri,403,51824.9,277.95,,,,,,
24-03-2025,29,D.C. Palli,526,69228.4,274.82,,,,,,
24-03-2025,30,koyyalagudem,36,5012,290,,,,,,
24-03-2025,31,Vellampally-II,195,25685.2,272.5,,,,,,
24-03-2025,32,J.R. Gudem- II,99,13326.4,290,,,,,,
24-03-2025,33,Gopalapuram,27,3787.8,290,,,,,,
24-03-2025,35,Kanigiri,155,21287.5,276.68,,,,,,
25-03-2025,17,Devarapalli,84,11493.5,284,,,,,,
25-03-2025,18,J.R. Gudem - I,252,33893.7,284.86,,,,,,
25-03-2025,20,Ongole - I,556,74678.4,269.86,,,,,,
25-03-2025,22,Podili - I,695,87716.6,270.74,,,,,,
25-03-2025,23,Ongole - II,80,11010.1,270.42,,,,,,
25-03-2025,24,Tangutur - I,232,30412,275.2,,,,,,
25-03-2025,25,Kondepi,346,45015.1,272.94,,,,,,
25-03-2025,26,Kandukur - I,297,38821.5,274.23,,,,,,
25-03-2025,27,Kandukur - II,306,41913.1,275.64,,,,,,
25-03-2025,28,Kaligiri,297,37009,278.46,,,,,,
25-03-2025,29,D.C. Palli,461,61006.2,278.17,,,,,,
25-03-2025,30,koyyalagudem,220,29404.2,284.94,,,,,,
25-03-2025,31,Vellampally-II,90,11640.7,267.44,,,,,,
25-03-2025,32,J.R. Gudem- II,385,50931.9,283.08,,,,,,
25-03-2025,33,Gopalapuram,103,14030.8,285.24,,,,,,
25-03-2025,35,Kanigiri,170,21768,273.66,,,,,,
26-03-2025,17,Devarapalli,92,12550,283.43,,,,,,
26-03-2025,18,J.R. Gudem - I,253,33281.9,282.75,,,,,,
26-03-2025,20,Ongole - I,471,63653.3,267.78,,,,,,
26-03-2025,22,Podili - I,666,86010.8,267.55,,,,,,
26-03-2025,23,Ongole - II,126,16585.5,269.08,,,,,,
26-03-2025,24,Tangutur - I,153,19200,271.31,,,,,,
26-03-2025,25,Kondepi,460,60940.9,265.22,,,,,,
26-03-2025,26,Kandukur - I,271,33999,272.55,,,,,,
26-03-2025,27,Kandukur - II,247,33268.6,272.38,,,,,,
26-03-2025,28,Kaligiri,437,56051,275.14,,,,,,
26-03-2025,29,D.C. Palli,546,72919.5,274.26,,,,,,
26-03-2025,30,koyyalagudem,209,26948,284.64,,,,,,
26-03-2025,31,Vellampally-II,92,12357.8,268.93,,,,,,
26-03-2025,32,J.R. Gudem- II,135,17445.5,281.18,,,,,,
26-03-2025,33,Gopalapuram,69,9008.1,286.46,,,,,,
26-03-2025,35,Kanigiri,177,23432.3,273.55,,,,,,
27-03-2025,17,Devarapalli,57,7714.7,284.89,,,,,,
27-03-2025,18,J.R. Gudem - I,189,24644.7,281.24,,,,,,
27-03-2025,20,Ongole - I,670,85145.9,266.43,,,,,,
27-03-2025,22,Podili - I,441,57847.2,264.08,,,,,,
27-03-2025,23,Ongole - II,103,13941.7,265.98,,,,,,
27-03-2025,24,Tangutur - I,244,31966.2,270.2,,,,,,
27-03-2025,25,Kondepi,381,50185,267.73,,,,,,
27-03-2025,26,Kandukur - I,317,42957.5,270.98,,,,,,
27-03-2025,27,Kandukur - II,306,37783,267.64,,,,,,
27-03-2025,28,Kaligiri,429,53681.6,272.21,,,,,,
27-03-2025,29,D.C. Palli,592,75587.2,276.85,,,,,,
27-03-2025,30,koyyalagudem,216,27930,283.37,,,,,,
27-03-2025,31,Vellampally-II,95,13225.2,266.6,,,,,,
27-03-2025,32,J.R. Gudem- II,259,34021.3,277.71,,,,,,
27-03-2025,33,Gopalapuram,43,5505.5,284.83,,,,,,
27-03-2025,35,Kanigiri,191,25263.6,273.79,,,,,,
28-03-2025,17,Devarapalli,48,6610.8,282.97,,,,,,
28-03-2025,18,J.R. Gudem - I,220,28677,278.92,,,,,,
28-03-2025,20,Ongole - I,371,46794.1,262.54,,,,,,
28-03-2025,22,Podili - I,338,44002,265.93,,,,,,
28-03-2025,23,Ongole - II,112,15826.6,265.43,,,,,,
28-03-2025,24,Tangutur - I,280,38284.6,270.15,,,,,,
28-03-2025,25,Kondepi,467,59632.4,265.99,,,,,,
28-03-2025,26,Kandukur - I,301,40102.5,270.88,,,,,,
28-03-2025,27,Kandukur - II,372,49171.2,270.76,,,,,,
28-03-2025,28,Kaligiri,377,48299.3,272.94,,,,,,
28-03-2025,29,D.C. Palli,308,39788.7,275.23,,,,,,
28-03-2025,30,koyyalagudem,33,4245.2,278.29,,,,,,
28-03-2025,31,Vellampally-II,141,19069.1,263.12,,,,,,
28-03-2025,32,J.R. Gudem- II,229,30587.9,277.22,,,,,,
28-03-2025,33,Gopalapuram,43,5452.2,283.96,,,,,,
28-03-2025,35,Kanigiri,275,35370.8,265.26,,,,,,
29-03-2025,17,Devarapalli,56,7210.8,282.06,,,,,,
29-03-2025,18,J.R. Gudem - I,138,17805.5,275.39,,,,,,
29-03-2025,20,Ongole - I,506,67287.9,265.09,,,,,,
29-03-2025,22,Podili - I,313,40157.1,261.19,,,,,,
29-03-2025,23,Ongole - II,124,16790.6,270.47,,,,,,
29-03-2025,24,Tangutur - I,182,24113.3,266.81,,,,,,
29-03-2025,25,Kondepi,399,51264,270.4,,,,,,
29-03-2025,26,Kandukur - I,394,52953.6,266.8,,,,,,
29-03-2025,27,Kandukur - II,379,48496.7,268.94,,,,,,
29-03-2025,28,Kaligiri,428,56000.5,272.43,,,,,,
29-03-2025,29,D.C. Palli,451,59355.6,269.79,,,,,,
29-03-2025,30,koyyalagudem,62,7939.8,278.55,,,,,,
29-03-2025,31,Vellampally-II,180,23639.8,254.1,,,,,,
29-03-2025,32,J.R. Gudem- II,220,28323.9,275.22,,,,,,
29-03-2025,33,Gopalapuram,42,5193.9,282.33,,,,,,
29-03-2025,35,Kanigiri,181,24211.8,268.58,,,,,,
01-04-2025,17,Devarapalli,75,9947.3,278.39,,,,,,
01-04-2025,18,J.R. Gudem - I,555,71340.3,280.5,,,,,,
01-04-2025,20,Ongole - I,403,52256.7,266.58,,,,,,
01-04-2025,22,Podili - I,413,53433.9,256.67,,,,,,
01-04-2025,23,Ongole - II,222,30318.3,267.64,,,,,,
01-04-2025,24,Tangutur - I,401,54525.2,266.56,,,,,,
01-04-2025,25,Kondepi,339,42502.3,268.68,,,,,,
01-04-2025,26,Kandukur - I,290,40705.3,263.93,,,,,,
01-04-2025,27,Kandukur - II,371,46585.1,266.26,,,,,,
01-04-2025,28,Kaligiri,265,34436.4,274.89,,,,,,
01-04-2025,29,D.C. Palli,487,63088.7,272.72,,,,,,
01-04-2025,30,koyyalagudem,140,18247.5,281.85,,,,,,
01-04-2025,31,Vellampally-II,151,20118.9,257.83,,,,,,
01-04-2025,32,J.R. Gudem- II,382,49853.9,278.52,,,,,,
01-04-2025,33,Gopalapuram,135,17705.9,283.69,,,,,,
01-04-2025,35,Kanigiri,153,21312,270.48,,,,,,
02-04-2025,17,Devarapalli,72,9623.3,284.66,,,,,,
02-04-2025,18,J.R. Gudem - I,199,25680.2,279.55,,,,,,
02-04-2025,20,Ongole - I,374,49754.7,264.67,,,,,,
02-04-2025,22,Podili - I,437,57894.8,262.21,,,,,,
02-04-2025,23,Ongole - II,235,31040.8,265.45,,,,,,
02-04-2025,24,Tangutur - I,329,43506.8,265.95,,,,,,
02-04-2025,25,Kondepi,535,69605.2,260.05,,,,,,
02-04-2025,26,Kandukur - I,348,45755.6,264.7,,,,,,
02-04-2025,27,Kandukur - II,343,43095.1,264.12,,,,,,
02-04-2025,28,Kaligiri,239,30101.2,272.35,,,,,,
02-04-2025,29,D.C. Palli,537,70185.9,274.08,,,,,,
02-04-2025,30,koyyalagudem,221,28782.5,282.2,,,,,,
02-04-2025,31,Vellampally-II,238,31538.6,257.64,,,,,,
02-04-2025,32,J.R. Gudem- II,232,29585.6,278.74,,,,,,
02-04-2025,33,Gopalapuram,107,14147.9,282.77,,,,,,
02-04-2025,35,Kanigiri,229,30071.3,266.21,,,,,,
03-04-2025,17,Devarapalli,75,9758.4,279.92,,,,,,
03-04-2025,18,J.R. Gudem - I,361,46534.5,277.39,,,,,,
03-04-2025,20,Ongole - I,335,45291.7,259.66,,,,,,
03-04-2025,22,Podili - I,169,21991.6,259.09,,,,,,
03-04-2025,23,Ongole - II,231,31985.5,265.02,,,,,,
03-04-2025,24,Tangutur - I,429,57489.4,271.57,,,,,,
03-04-2025,25,Kondepi,516,66452.7,261.94,,,,,,
03-04-2025,26,Kandukur - I,404,53814.5,263.23,,,,,,
03-04-2025,27,Kandukur - II,400,50114.6,263.37,,,,,,
03-04-2025,28,Kaligiri,334,43599.2,266.58,,,,,,
03-04-2025,29,D.C. Palli,527,68441.7,267.4,,,,,,
03-04-2025,30,koyyalagudem,81,10453.9,281.98,,,,,,
03-04-2025,31,Vellampally-II,250,33471.8,254.98,,,,,,
03-04-2025,32,J.R. Gudem- II,170,21547,274.76,,,,,,
03-04-2025,33,Gopalapuram,153,19699.9,282.42,,,,,,
03-04-2025,35,Kanigiri,281,36639.3,264.04,,,,,,
04-04-2025,17,Devarapalli,101,13430.7,280.58,,,,,,
04-04-2025,18,J.R. Gudem - I,345,45132.6,278.83,,,,,,
04-04-2025,20,Ongole - I,433,56304.3,261.72,,,,,,
04-04-2025,22,Podili - I,375,49200.9,252.45,,,,,,
04-04-2025,23,Ongole - II,210,28782.1,266.55,,,,,,
04-04-2025,24,Tangutur - I,364,48707.1,266.44,,,,,,
04-04-2025,25,Kondepi,392,50269.8,257.47,,,,,,
04-04-2025,26,Kandukur - I,405,50908.6,263.6,,,,,,
04-04-2025,27,Kandukur - II,306,40587.7,263.5,,,,,,
04-04-2025,28,Kaligiri,263,33635.4,265.78,,,,,,
04-04-2025,29,D.C. Palli,558,73940.4,268.92,,,,,,
04-04-2025,30,koyyalagudem,128,16840.5,279.34,,,,,,
04-04-2025,31,Vellampally-II,201,26175.3,265.45,,,,,,
04-04-2025,32,J.R. Gudem- II,454,58260.6,278.13,,,,,,
04-04-2025,33,Gopalapuram,204,26019.5,279.51,,,,,,
04-04-2025,35,Kanigiri,250,33342,262.27,,,,,,
05-04-2025,17,Devarapalli,79,10460.8,283.1,,,,,,
05-04-2025,18,J.R. Gudem - I,224,29363,277.28,,,,,,
05-04-2025,20,Ongole - I,600,76338.4,251.26,,,,,,
05-04-2025,22,Podili - I,423,56710.5,252.67,,,,,,
05-04-2025,23,Ongole - II,390,50062.2,258.39,,,,,,
05-04-2025,24,Tangutur - I,320,43087.9,265.75,,,,,,
05-04-2025,25,Kondepi,402,51807.5,263.24,,,,,,
05-04-2025,26,Kandukur - I,402,50919.5,264.89,,,,,,
05-04-2025,27,Kandukur - II,309,37896.2,267.44,,,,,,
05-04-2025,28,Kaligiri,331,42207.3,262.52,,,,,,
05-04-2025,29,D.C. Palli,511,67716.4,260.41,,,,,,
05-04-2025,30,koyyalagudem,55,7200.3,279.98,,,,,,
05-04-2025,31,Vellampally-II,227,29102.7,270.17,,,,,,
05-04-2025,32,J.R. Gudem- II,294,37479.6,276.15,,,,,,
05-04-2025,33,Gopalapuram,130,16262.9,280.55,,,,,,
05-04-2025,35,Kanigiri,231,28990.6,254.72,,,,,,
07-04-2025,17,Devarapalli,134,17352,283.79,,,,,,
07-04-2025,18,J.R. Gudem - I,606,76926.2,276.63,,,,,,
07-04-2025,20,Ongole - I,533,68065.7,251.51,,,,,,
07-04-2025,22,Podili - I,430,53383.5,251.67,,,,,,
07-04-2025,23,Ongole - II,295,39569,259.12,,,,,,
07-04-2025,24,Tangutur - I,365,48254.4,268.83,,,,,,
07-04-2025,25,Kondepi,436,56404.1,258.32,,,,,,
07-04-2025,26,Kandukur - I,349,46426.5,262.23,,,,,,
07-04-2025,27,Kandukur - II,446,57822.6,264.15,,,,,,
07-04-2025,28,Kaligiri,336,43743.1,263.61,,,,,,
07-04-2025,29,D.C. Palli,526,67108.7,265.69,,,,,,
07-04-2025,30,koyyalagudem,204,26374.4,280.36,,,,,,
07-04-2025,31,Vellampally-II,381,48372,256.18,,,,,,
07-04-2025,32,J.R. Gudem- II,220,28656.4,277.2,,,,,,
07-04-2025,33,Gopalapuram,263,33687.1,280.93,,,,,,
07-04-2025,35,Kanigiri,255,32618.6,259.74,,,,,,
08-04-2025,17,Devarapalli,212,27706.7,281.34,,,,,,
08-04-2025,18,J.R. Gudem - I,344,44582.7,278.55,,,,,,
08-04-2025,20,Ongole - I,553,70868.7,254.38,,,,,,
08-04-2025,22,Podili - I,389,50121.8,252.09,,,,,,
08-04-2025,23,Ongole - II,275,35892.8,255.63,,,,,,
08-04-2025,24,Tangutur - I,334,43485.9,263.31,,,,,,
08-04-2025,25,Kondepi,375,48827.7,262.78,,,,,,
08-04-2025,26,Kandukur - I,258,33970.4,259.14,,,,,,
08-04-2025,27,Kandukur - II,324,42919.7,263.2,,,,,,
08-04-2025,28,Kaligiri,286,36870.7,262.75,,,,,,
08-04-2025,29,D.C. Palli,299,38564.9,262.5,,,,,,
08-04-2025,30,koyyalagudem,374,47560.1,282.49,,,,,,
08-04-2025,31,Vellampally-II,280,36931.1,248.34,,,,,,
08-04-2025,32,J.R. Gudem- II,378,48924.4,278.1,,,,,,
08-04-2025,33,Gopalapuram,688,88641.4,282.5,,,,,,
08-04-2025,35,Kanigiri,298,38441.7,261.6,,,,,,
09-04-2025,17,Devarapalli,168,22047.9,277.11,,,,,,
09-04-2025,18,J.R. Gudem - I,170,21733.8,278.79,,,,,,
09-04-2025,20,Ongole - I,625,81101.3,262.37,,,,,,
09-04-2025,22,Podili - I,465,60163.6,246.58,,,,,,
09-04-2025,23,Ongole - II,317,43144.1,258.73,,,,,,
09-04-2025,24,Tangutur - I,371,49216.5,254.95,,,,,,
09-04-2025,25,Kondepi,456,58920.8,269.37,,,,,,
09-04-2025,26,Kandukur - I,402,53617.9,259.97,,,,,,
09-04-2025,27,Kandukur - II,588,75903.8,256.1,,,,,,
09-04-2025,28,Kaligiri,214,27315.3,258.89,,,,,,
09-04-2025,29,D.C. Palli,393,51829,262.24,,,,,,
09-04-2025,30,koyyalagudem,177,22894.8,280.08,,,,,,
09-04-2025,31,Vellampally-II,211,28117.8,250.02,,,,,,
09-04-2025,32,J.R. Gudem- II,215,27116.9,275.25,,,,,,
09-04-2025,33,Gopalapuram,362,46619.6,280.3,,,,,,
09-04-2025,35,Kanigiri,272,34393.4,256.73,,,,,,
11-04-2025,17,Devarapalli,257,33185.1,281.57,,,,,,
11-04-2025,18,J.R. Gudem - I,567,73371.3,277.74,,,,,,
11-04-2025,20,Ongole - I,648,84631.1,256.66,,,,,,
11-04-2025,22,Podili - I,454,58178.9,253.48,,,,,,
11-04-2025,23,Ongole - II,369,49366.1,254.66,,,,,,
11-04-2025,24,Tangutur - I,386,50294.2,261.85,,,,,,
11-04-2025,25,Kondepi,408,53848.7,258.83,,,,,,
11-04-2025,26,Kandukur - I,390,50565.8,262.92,,,,,,
11-04-2025,27,Kandukur - II,589,79440.3,260.96,,,,,,
11-04-2025,28,Kaligiri,361,47201.7,260.74,,,,,,
11-04-2025,29,D.C. Palli,323,41796.9,262.42,,,,,,
11-04-2025,30,koyyalagudem,298,37904.3,279.21,,,,,,
11-04-2025,31,Vellampally-II,196,25708.3,246.95,,,,,,
11-04-2025,32,J.R. Gudem- II,576,74902.9,279.96,,,,,,
11-04-2025,33,Gopalapuram,516,65964.8,281.65,,,,,,
11-04-2025,35,Kanigiri,253,32747.3,258.41,,,,,,
12-04-2025,17,Devarapalli,134,17593.6,274.99,,,,,,
12-04-2025,18,J.R. Gudem - I,355,45326.6,279.53,,,,,,
12-04-2025,20,Ongole - I,631,84147.7,254.43,,,,,,
12-04-2025,22,Podili - I,366,47676.8,254.38,,,,,,
12-04-2025,23,Ongole - II,384,50258.6,257.35,,,,,,
12-04-2025,24,Tangutur - I,350,44436.1,261.1,,,,,,
12-04-2025,25,Kondepi,342,45541.3,260.65,,,,,,
12-04-2025,26,Kandukur - I,417,52427.9,260.47,,,,,,
12-04-2025,27,Kandukur - II,601,80119.6,256.09,,,,,,
12-04-2025,28,Kaligiri,464,57985.8,253.93,,,,,,
12-04-2025,29,D.C. Palli,449,57506.7,262.58,,,,,,
12-04-2025,30,koyyalagudem,124,15826.2,279,,,,,,
12-04-2025,31,Vellampally-II,310,41335.2,243.65,,,,,,
12-04-2025,32,J.R. Gudem- II,366,47085.5,275.08,,,,,,
12-04-2025,33,Gopalapuram,305,39514.7,280.07,,,,,,
12-04-2025,35,Kanigiri,193,25549.4,257.74,,,,,,
15-04-2025,17,Devarapalli,289,37999.3,271.64,,,,,,
15-04-2025,18,J.R. Gudem - I,591,77254.9,276.51,,,,,,
15-04-2025,20,Ongole - I,799,101690.4,253.28,,,,,,
15-04-2025,22,Podili - I,389,49551.2,253.57,,,,,,
15-04-2025,23,Ongole - II,440,59760,251,,,,,,
15-04-2025,24,Tangutur - I,464,60289.4,257.93,,,,,,
15-04-2025,25,Kondepi,439,56539.5,254.78,,,,,,
15-04-2025,26,Kandukur - I,483,61433.8,262.79,,,,,,
15-04-2025,27,Kandukur - II,513,68070.9,257.98,,,,,,
15-04-2025,28,Kaligiri,458,57033.6,256.96,,,,,,
15-04-2025,29,D.C. Palli,407,52027.8,259.15,,,,,,
15-04-2025,30,koyyalagudem,450,57211.2,276.76,,,,,,
15-04-2025,31,Vellampally-II,273,35783.9,243.05,,,,,,
15-04-2025,32,J.R. Gudem- II,261,33772,279.71,,,,,,
15-04-2025,33,Gopalapuram,578,74750.3,273.79,,,,,,
15-04-2025,35,Kanigiri,332,42328.9,255.65,,,,,,
16-04-2025,17,Devarapalli,170,22644.4,273.23,,,,,,
16-04-2025,18,J.R. Gudem - I,385,50289.8,274.77,,,,,,
16-04-2025,20,Ongole - I,583,75048.1,254.2,,,,,,
16-04-2025,22,Podili - I,543,69875.7,249.85,,,,,,
16-04-2025,23,Ongole - II,382,51495.5,254.49,,,,,,
16-04-2025,24,Tangutur - I,378,49420.6,258.96,,,,,,
16-04-2025,25,Kondepi,727,92821.9,268.64,,,,,,
16-04-2025,26,Kandukur - I,417,54226.9,259.52,,,,,,
16-04-2025,27,Kandukur - II,712,92751.2,258.67,,,,,,
16-04-2025,28,Kaligiri,325,41513.9,254.02,,,,,,
16-04-2025,29,D.C. Palli,482,61662.7,264.69,,,,,,
16-04-2025,30,koyyalagudem,241,30765.5,281.28,,,,,,
16-04-2025,31,Vellampally-II,255,33614.7,244.76,,,,,,
16-04-2025,32,J.R. Gudem- II,205,26587.8,275.6,,,,,,
16-04-2025,33,Gopalapuram,426,53904.2,271.8,,,,,,
16-04-2025,35,Kanigiri,293,37203,250.3,,,,,,
17-04-2025,17,Devarapalli,260,34466.2,269.41,,,,,,
17-04-2025,18,J.R. Gudem - I,237,30664.9,282.37,,,,,,
17-04-2025,20,Ongole - I,498,63338.9,254.1,,,,,,
17-04-2025,22,Podili - I,574,76453,255.92,,,,,,
17-04-2025,23,Ongole - II,450,57238.4,254.94,,,,,,
17-04-2025,24,Tangutur - I,428,56681.5,259.94,,,,,,
17-04-2025,25,Kondepi,570,72972.6,263.85,,,,,,
17-04-2025,26,Kandukur - I,516,67481.4,264.03,,,,,,
17-04-2025,27,Kandukur - II,635,77934.3,255.24,,,,,,
17-04-2025,28,Kaligiri,285,36228.1,258.14,,,,,,
17-04-2025,29,D.C. Palli,521,68333.1,256.41,,,,,,
17-04-2025,30,koyyalagudem,248,32041.5,279.99,,,,,,
17-04-2025,31,Vellampally-II,224,28068.8,240.1,,,,,,
17-04-2025,32,J.R. Gudem- II,369,47293.2,275.76,,,,,,
17-04-2025,33,Gopalapuram,588,76002,280.69,,,,,,
17-04-2025,35,Kanigiri,316,40917.5,255.41,,,,,,
19-04-2025,17,Devarapalli,304,40781.5,268.19,,,,,,
19-04-2025,18,J.R. Gudem - I,433,57770.5,278.07,,,,,,
19-04-2025,20,Ongole - I,641,81786.3,253.27,,,,,,
19-04-2025,22,Podili - I,442,59125.6,255.22,,,,,,
19-04-2025,23,Ongole - II,442,59399.2,255.49,,,,,,
19-04-2025,24,Tangutur - I,325,41770.2,259.2,,,,,,
19-04-2025,25,Kondepi,496,63598.9,260.43,,,,,,
19-04-2025,26,Kandukur - I,583,72960,258.9,,,,,,
19-04-2025,27,Kandukur - II,653,83879.6,254.23,,,,,,
19-04-2025,28,Kaligiri,261,33260.5,252.4,,,,,,
19-04-2025,29,D.C. Palli,513,66723.1,262.93,,,,,,
